id,calcium,calory,carbohydrate,cholesterol,code,copper,fat,fiber_dietary,health_light,iodine,iron,is_liquid,kalium,lactoflavin,magnesium,manganese,name,natrium,niacin,protein,selenium,thiamine,thumb_image_url,vitamin_a,vitamin_c,vitamin_e,weight,zinc,category
75461,,65,16,,ganzhe13,,0.1,0.6,1,,,FALSE,,,,,¸ÊÕá,,,0.4,,,http://s.boohee.cn/house/upload_food/2014/3/24/1187322_1395633009mid.jpg,,,,100,,5
75470,,75,18.3,,shenlonghiboluoyuanpian,,0,0,1,,,FALSE,,,,,ÉñÁú ²¤ÂÜÔ²Æ¬,0,,0,,,http://s.boohee.cn/house/upload_food/2014/3/21/452803_1395333165mid.jpg,,,,100,,5
75672,,42,7.1,,leienhishuigualiu_cujincishang,,0.6,0,2,,,FALSE,,,,,À×¶÷ Ë®¹ÏÁñ£¨´×½þ´ÌÉ½¸ÌÀÙ£©,1410,,1.3,,,http://s.boohee.cn/house/upload_food/2014/3/24/452803_1395645251mid.jpg,,,,100,,5
75971,,70,6.3,,balibeitianjiroushala_zhong,,1.9,0,1,,,FALSE,,,,,°ÍÀè±´Ìð ¼¦ÈâÉ³À­£¨ÖÐ£©,100,,6.9,,,http://s.boohee.cn/house/upload_food/2014/3/28/879693_1395985243mid.jpeg,,,,100,,5
76086,,884,0,,zhibeihihongbeizhuanyongselayo,,100,0,2,,,TRUE,,,,,Ö¥±º ºæ±º×¨ÓÃÉ«À­ÓÍ,6,,0,,,http://s.boohee.cn/house/upload_food/2014/3/31/452803_1396233533.jpg,,,,100,,7
76104,,428,61.2,,7shihiyesi,,18.3,0,3,,,FALSE,,,,,7Ê½ Ò¬Ë¿,194,,4.3,,,http://s.boohee.cn/house/upload_food/2014/3/31/452803_1396249756mid.jpg,,,,100,,5
76455,,884,0,,tiangehishanchayou,,100,0,2,,,FALSE,,,,,Ìï¸è É½²èÓÍ,0,,0,,,http://s.boohee.cn/house/upload_food/2014/4/4/452803_1396593910mid.jpg,,,,100,,7
77488,,929,0,,NaturehishiWayhiyoujitejichuzh,,100,0,3,,,FALSE,,,,,Nature's Way ÓÐ»úÌØ¼¶³õÕ¥Ò¬×ÓÓÍ,,,0,,,http://s.boohee.cn/house/upload_food/2014/4/14/1813071_1397451439mid.jpg,,,,100,,7
77529,,929,0,,Nutivayoujitejichuzhayeziyou,,100,0,3,,,FALSE,,,,,Nutiva ÓÐ»úÌØ¼¶³õÕ¥Ò¬×ÓÓÍ,,,0,,,http://s.boohee.cn/house/upload_food/2014/4/14/395742_1397475243mid.jpg,,,,100,,7
77737,,451,32.4,,quanfuyuanhikaixinguo,,21.2,0,3,,,FALSE,,,,,È«¸£Ôª ¿ªÐÄ¹û,482,,25.6,,,http://s.boohee.cn/house/upload_food/2014/4/18/452803_1397797523mid.jpg,,,,100,,8
77738,,224,7.2,,quanfuyuanhijingxuanxiangguazi,,7.5,0,2,,,FALSE,,,,,È«¸£Ôª ¾«Ñ¡Ïã¹Ï×Ó,,,11.8,,,http://s.boohee.cn/house/upload_food/2014/4/18/452803_1397797491mid.jpg,,,,100,,8
77739,,343,10.4,,quanfuyuanhiheiguazi,,23,0,3,,,FALSE,,,,,È«¸£Ôª ºÚ¹Ï×Ó,2352,,12.4,,,http://s.boohee.cn/house/upload_food/2014/4/18/452803_1397797456mid.jpg,,,,100,,8
77745,,320,9,,quanfuyuanhibaiguazi,,27.5,0,3,,,FALSE,,,,,È«¸£Ôª °×¹Ï×Ó,280,,11.8,,,http://s.boohee.cn/house/upload_food/2014/4/18/452803_1397797102mid.jpg,,,,100,,8
77751,,549,36.4,,quanfuyuanhiyaoguo,,34.4,0,3,,,FALSE,,,,,È«¸£Ôª Ñü¹û,421,,23.5,,,http://s.boohee.cn/house/upload_food/2014/4/18/452803_1397797769mid.jpg,,,,100,,8
77933,,800,0,0,TraderhiJoehisyoujichuzhayeziy,,93.3,0,3,,,TRUE,,,,,Trader Joe's ÓÐ»ú³õÕ¥Ò¬×ÓÓÍ,0,,0,,,http://s.boohee.cn/house/upload_food/2014/4/19/395742_1397884387mid.jpg,,,,100,,7
77964,0,571,32.1,0,Yumnutskaoyeziyaoguo,1.3,39.3,7.1,2,,5.4,FALSE,535.5,,214.2,,Yumnuts ¿¾Ò¬×ÓÑü¹û,0,,17.9,,,http://s.boohee.cn/house/upload_food/2014/4/19/395742_1397885460mid.jpg,0,0,,100,5.4,8
77972,,883,0,,hengshunhichunzhengzhimaxiangy,,99.9,0,2,,,TRUE,,,,,ºãË³ ´¿ÕýÖ¥ÂéÏãÓÍ,10,,0,,,http://s.boohee.cn/house/upload_food/2014/4/19/452803_1397887606mid.jpg,,,,100,,7
78012,,565,19.3,,ouguanyanjubadanmu,,44.8,0,3,,,FALSE,,,,,Å·¹Ú ÑÎh°Íµ©Ä¾,472,,22.2,,,http://s.boohee.cn/house/upload_food/2014/4/19/1659735_1397908872mid.jpg,,,,100,,8
78143,,559,41.6,,xiangnanhitanshaoyaoguo,,36.7,0,3,,,FALSE,,,,,Ïãéª Ì¿ÉÕÑü¹û,251,,17.3,,,http://s.boohee.cn/house/upload_food/2014/4/21/452803_1398047631mid.jpg,,,,100,,8
78246,,509,10.2,,laoyanjiahinanguazi,,33.5,0,3,,,FALSE,,,,,ÀÏãÆ¼Ò ÄÏ¹Ï×Ó,2305,,36.1,,,http://s.boohee.cn/house/upload_food/2014/4/22/452803_1398164141mid.jpg,,,,100,,8
78382,,448,51.2,,liangpinpuzihihongpeiyaoguo,,16.9,0,2,,,FALSE,,,,,Á¼Æ·ÆÌ×Ó ºæÅàÑü¹û,98,,18.7,,,http://s.boohee.cn/house/upload_food/2014/4/24/386885_1398328127mid.jpg,,,,100,,8
78385,,164,6.8,,PEYMANhipeimanhizhenziren,,65.7,0,3,,,FALSE,,,,,PEYMAN ÅåÂü é»×ÓÈÊ,,,17.2,,,http://s.boohee.cn/house/upload_food/2014/4/24/452803_1398330582mid.jpg,,,,100,,8
78387,,136,26.8,,PEYMANhipeimanhikaixinguo,,46,0,3,,,FALSE,,,,,PEYMAN ÅåÂü ¿ªÐÄ¹û,,,21.4,,,http://s.boohee.cn/house/upload_food/2014/4/24/452803_1398330507mid.jpg,,,,100,,8
78439,,647,17.6,,youxiangjiahizhenziren_yuanwei,,62.4,0,2,,,FALSE,,,,5.5,ÓÆÏí¼Ñ é»×ÓÈÊ£¨Ô­Î¶±º¿¾£©,4,,15,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398393080mid.jpg,,,15.3,100,,8
78440,,553,32.7,,youxiangjiahiyaoguoren_yuanwei,,43.8,3.3,2,,,FALSE,,,292,,ÓÆÏí¼Ñ Ñü¹ûÈÊ£¨Ô­Î¶±º¿¾£©,12,,18.2,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398393052mid.jpg,,,,100,,8
78441,,726,18.4,,youxiangjiahixiaweiyiguoren_yu,,76.4,0,3,,,FALSE,,,,,ÓÆÏí¼Ñ ÏÄÍþÒÄ¹ûÈÊ£¨Ô­Î¶±º¿¾£©,,,7.8,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398393029mid.jpg,,,,100,,8
78442,,718,13.4,,youxiangjiahixiaweiyiguo_yuanw,,76.1,8,3,,,FALSE,363,,,,ÓÆÏí¼Ñ ÏÄÍþÒÄ¹û£¨Ô­Î¶±º¿¾£©,4,,7.8,,0.7,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392980mid.jpg,0,,,100,,8
78443,,557,15.3,,youxiangjiahitianranyuanweixig,,47.4,0,2,,,FALSE,,,515,,ÓÆÏí¼Ñ ÌìÈ»Ô­Î¶Î÷¹Ï×ÓÈÊ,99,,28.3,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392949mid.jpg,,,,100,,8
78444,,541,17.8,,youxiangjiahitianranyuanweinan,,45.8,0,2,,,FALSE,,,535,,ÓÆÏí¼Ñ ÌìÈ»Ô­Î¶ÄÏ¹Ï×ÓÈÊ,18,,24.5,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392924mid.jpg,380,,,100,,8
78445,,584,20,,youxiangjiahitianranyuanweikui,,51.5,0,2,,,FALSE,,,,,ÓÆÏí¼Ñ ÌìÈ»Ô­Î¶¿û»¨×ÑÈÊ,9,,20.8,,1.5,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392885mid.jpg,,,33.2,100,,8
78446,,674,13.1,,youxiangjiahitianranyuanweihon,,68.4,0,2,,,FALSE,,,,8.8,ÓÆÏí¼Ñ ÌìÈ»Ô­Î¶ºìËÉÈÊ,32,,13.7,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392847mid.jpg,,,,100,,8
78448,,641,17.1,,youxiangjiahikezhenzi_yuanweib,,61.2,0,3,,,FALSE,,,,,ÓÆÏí¼Ñ ¿Çé»×Ó£¨Ô­Î¶±º¿¾£©,,,15,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392784mid.jpg,,,,100,,8
78449,,557,28,,youxiangjiahikaixinguoren_yuan,,44.4,0,2,,,FALSE,1025,,,,ÓÆÏí¼Ñ ¿ªÐÄ¹ûÈÊ£¨Ô­Î¶±º¿¾£©,5,,20.6,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392755mid.jpg,,,,100,,8
78450,,571,27.7,,youxiangjiahikaixinguoren_dany,,46,10.3,2,,,FALSE,1042,,,,ÓÆÏí¼Ñ ¿ªÐÄ¹ûÈÊ£¨µ­ÑÎ±º¿¾£©,120,,21.3,,0.8,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392708mid.jpg,262,,,100,,8
78451,,674,13.1,,youxiangjiahiheisongzi_yuanwei,,68.4,0,2,,,FALSE,,,,8.8,ÓÆÏí¼Ñ ºÚËÉ×Ó£¨Ô­Î¶±º¿¾£©,32,,13.7,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392681mid.jpg,,,,100,,8
78452,,654,13.7,,youxiangjiahihetaoren_tianrany,,65.2,0,2,,,FALSE,,,,3.4,ÓÆÏí¼Ñ ºËÌÒÈÊ£¨ÌìÈ»Ô­Î¶£©,2,,15.2,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392653mid.jpg,,,,100,,8
78453,264,575,21.7,,youxiangjiahibadanmuren_yuanwe,,49.4,12.2,1,,,FALSE,,,268,2.3,ÓÆÏí¼Ñ °Íµ©Ä¾ÈÊ£¨Ô­Î¶±º¿¾£©,1,,21.2,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398392620mid.jpg,,,26.2,100,,8
78519,,898,0,,tianmeihuaruhihuangyou,,99.8,0,2,,,FALSE,,,,,ÌìÃÀ»ªÈé »ÆÓÍ,40,,0,,,http://s.boohee.cn/house/upload_food/2014/4/25/452803_1398429919mid.jpg,,,,100,,7
78524,13.3,42,2.1,0,FuramahiOrganichiSoymilkhi_Uns,,2.1,0,1,,0,TRUE,,,,,Furama Organic Soymilk (Unsweetened),14.6,,3.8,,,http://s.boohee.cn/house/upload_food/2014/4/26/5283268_1398457184mid.jpg,0,0,,100,,8
78628,,665,14.9,,jiyuanhibaiguaziren,,57.9,0,2,,,FALSE,,,,,¼ªÔª é»×ÓÈÊ,0,,22.7,,,http://s.boohee.cn/house/upload_food/2014/4/27/452803_1398586184mid.jpg,,,,100,,8
78629,,596,15,,jiyuanhibaiguaziren2,,44.2,0,2,,,FALSE,,,,,¼ªÔª °×¹Ï×ÓÈÊ,0,,31.1,,,http://s.boohee.cn/house/upload_food/2014/4/27/452803_1398586158mid.jpg,,,,100,,8
78734,,37,9.2,,decaihiqingrenguo,,0,0,1,,,FALSE,,,,,µÂ²Æ ÇéÈË¹û,69,,0,,,http://s.boohee.cn/house/upload_food/2014/4/27/452803_1398598126mid.jpg,,,,100,,5
78753,116,694,8,,haoxiangnixinjianghetao,,66.2,4.4,2,,3.7,FALSE,,,,,ºÃÏëÄã ÐÂ½®ºËÌÒ,0,,20.9,,,http://s.boohee.cn/house/upload_food/2014/4/28/578405_1398650770mid.jpg,,,,100,2.7,8
78840,,385,40,,pranaqiyazi,,30,35,2,,,FALSE,,,,,prana ÆæÑÇ×Ó,,,20,,,http://s.boohee.cn/house/upload_food/2014/4/30/2185646_1398791570mid.jpg,,,,100,,8
79008,0,857,0,,Artisanayoujitejichuzhayeziyou,,100,0,3,,0,TRUE,,,,,Artisana ÓÐ»úÌØ¼¶³õÕ¥Ò¬×ÓÓÍ,0,,0,,,http://s.boohee.cn/house/upload_food/2014/5/3/395742_1399048588mid.jpg,0,0,,100,,7
79010,,786,14.3,,MaunahiLoaxiaweiyiguo_maoyitia,,82.1,7.1,2,,,FALSE,,,,,ÄªÄÉÂÞ/Mauna Loa ÏÄÍþÒÄ¹û£¨Ã«ÒÁÌðÑó´Ð&´óËâÎ¶£©,,,7.1,,,http://s.boohee.cn/house/upload_food/2014/5/3/395742_1399048959mid.jpg,,,,100,,8
79012,,714,32.1,,MaunahiLoakaoxiaweiyiguo_fengm,,67.9,7.1,2,,,FALSE,,,,,Mauna Loa¿¾ÏÄÍþÒÄ¹û£¨·äÃÛÎ¶£©,,,7.1,,,http://s.boohee.cn/house/upload_food/2014/5/3/395742_1399049045mid.jpg,,,,100,,8
79013,,821,14.3,,MaunahiLoakaoxiaweiyiguo_wuyan,,85.7,7.1,2,,,FALSE,,,,,ÄªÄÉÂÞ/Mauna Loa ¿¾ÏÄÍþÒÄ¹û£¨ÎÞÑÎÔ­Î¶£©,,,7.1,,,http://s.boohee.cn/house/upload_food/2014/5/3/395742_1399049007mid.jpg,,,,100,,8
79040,,89,1,,baiyu100lushuibeidoufu,,5,0,2,,,FALSE,,,,,°×Óñ 100%Â±Ë®±±¶¹¸¯,12,,10,,,http://s.boohee.cn/house/upload_food/2014/4/28/3876287_1398662111mid.jpg,,,,100,,3
79229,,166,21,,fulinsuguifeijikuai,,1,0,2,,,FALSE,,,,,¸£ÁØ ËØ¹óåú¼¦¿é,1396,,17.4,,,http://s.boohee.cn/house/upload_food/2014/5/4/5407274_1399178415mid.jpg,,,,100,,3
79233,97,667,21.2,0,AnnhishiHousewuyan5zhonghunhej,,54.6,6.1,3,,3.6,FALSE,,,,,Ann's HouseÎÞÑÎ5ÖÖ»ìºÏ¼á¹û,0,,18.2,,,http://s.boohee.cn/house/upload_food/2014/5/4/395742_1399178604mid.jpg,0,0,,100,,8
79297,,347,3.1,,faxihixinaiyou_chaogaowendanna,,37,0,2,,,FALSE,,,,,·¢Ï² Ï¡ÄÌÓÍ£¨³¬¸ßÎÂµ­ÄÌÓÍ£©,30,,1.8,,,http://s.boohee.cn/house/upload_food/2014/5/4/1275155_1399192976mid.png,,,,100,,7
79381,,597,19.3,,sanzhisongshuhishoubaobadanmu,,52.8,0,3,,,FALSE,,,,,ÈýÖ»ËÉÊó ÊÖ°þ°Íµ©Ä¾,483,,22.1,,,http://s.boohee.cn/house/upload_food/2014/5/6/2753933_1399358226mid.jpg,,,,100,,8
79546,50,67,8,,weijidoufang,,2.5,0,2,,,TRUE,,,,,Î¬¼Ç ¶¹·»,20,,3,,,http://s.boohee.cn/house/upload_food/2014/5/8/607870_1399510657mid.jpg,,,,100,,3
79552,,341,20,,guoshifuhichoudoufu,,20.5,0,3,,,FALSE,,,,,¹ýÊ¦¸µ ³ô¶¹¸¯,135,,20.5,,,http://s.boohee.cn/house/upload_food/2014/5/8/452803_1399522289mid.jpg,,,,100,,3
79571,,73,18.4,,jiegumu_sheng,,0.5,7,1,,,FALSE,,,,,½Ó¹ÇÄ¾£¨Éú£©,,,0.7,,,http://s.boohee.cn/house/upload_food/2014/5/7/395742_1399439809mid.jpg,,,,100,,5
79572,,50,12.2,,bosenmei_lengdong,,0.3,5.3,1,,,FALSE,,,,,²¨É­Ý®£¨Àä¶³£©,,,1.1,,,http://s.boohee.cn/house/upload_food/2014/5/7/395742_1399439730mid.jpg,,,,100,,5
79652,,515,2.9,,meiweiqiqibadanmu,,44.8,0,3,,,FALSE,,,,,ÃÀÎ¶ÆßÆß °Íµ©Ä¾,858,,25,,,http://s.boohee.cn/house/upload_food/2014/5/9/1805688_1399629576mid.jpg,,,,100,,8
79660,,55,9.4,,doushijieshanshuidoufuhua,,0.7,0,1,,,FALSE,,,,,¶¹ÊÀ½ç É½Ë®¶¹¸¯»¨,17,,2.5,,,http://s.boohee.cn/house/upload_food/2014/5/9/2471628_1399633441mid.jpg,,,,100,,3
79678,,363,29.6,,bubuweiyinghisuyupian,,15.8,0,3,,,FALSE,,,,,²½²½ÎªÓ® ËØÓãÆ¬,887,,25.1,,,http://s.boohee.cn/house/upload_food/2014/5/9/2531609_1399641962mid.jpg,,,,100,,3
79731,,726,13.8,,senboyuanxiaweiyiguo,,71,0,3,,,FALSE,,,,,É­²©Ô°ÏÄÍþÒÄ¹û,225,,8.8,,,http://s.boohee.cn/house/upload_food/2014/5/10/2289852_1399697430mid.jpg,,,,100,,8
79742,,154,7.7,3.5,Gitshiwandounaidoufu,,11.2,2.8,2,,,FALSE,,,,,Gits Íã¶¹ÄÌ¶¹¸¯,533.3,,4.9,,,http://s.boohee.cn/house/upload_food/2014/5/10/1275155_1399701998mid.png,,,,100,,3
79803,,190,3.3,,baiyubaigan,,13.3,0,3,,,FALSE,,,,,°×Óñ °×¸É,694,,14.5,,,http://s.boohee.cn/house/upload_food/2014/5/10/2410461_1399715539mid.jpg,,,,100,,3
79811,,598,17,,yaotaitaibiantaoren,,52.1,0,3,,,FALSE,,,,,Ò¦Ì«Ì« ±âÌÒÈÊ,407,,16.9,,,http://s.boohee.cn/house/upload_food/2014/5/10/5551830_1399717885mid.jpg,,,,100,,8
79884,,47,10,,huanlejiajieziguantou,,0,0,1,,,FALSE,,,,,»¶ÀÖ¼Ò½Û×Ó¹ÞÍ·,18,,0,,,http://s.boohee.cn/house/upload_food/2014/5/11/5348864_1399804127mid.jpg,,,,100,,5
80030,,61,0.3,,aositehihuidoufu,,5.5,0,2,,,FALSE,,,,,°ÂË¹ß¯ »â¶¹¸¯,,,2.5,,,http://s.boohee.cn/house/upload_food/2014/5/12/452803_1399889300mid.jpg,,,,100,,3
80092,,215,23,,caishijihuotuichagan,,2.4,0,1,,,FALSE,,,,,²ÉÊ¯í¶»ðÍÈ²è¸É,,,22,,,http://s.boohee.cn/house/upload_food/2014/5/13/2202313_1399958587mid.jpg,,,,100,,3
80093,,617,16.1,,jinbaisuinongzhuangjiaoyanbada,,52,0,3,,,FALSE,,,,,½ð°ÙËêÅ©×¯½·ÑÎ°Íµ©Ä¾,,,22.2,,,http://s.boohee.cn/house/upload_food/2014/5/13/5126416_1399958654mid.jpg,,,,100,,8
80094,,215,23,,caishijijisichagan,,2.4,0,1,,,FALSE,,,,,²ÉÊ¯í¶¼¦Ë¿²è¸É,,,22,,,http://s.boohee.cn/house/upload_food/2014/5/13/2202313_1399958824mid.jpg,,,,100,,3
80106,,65,8.6,,hengshengtenongdoujiang,,1.3,0,1,,,TRUE,,,,,ºàÉú ÌØÅ¨¶¹½¬,6,,2.4,,,http://s.boohee.cn/house/upload_food/2014/5/13/5502615_1399971693mid.jpg,,,,100,,3
80113,,172,3.4,,xuyangdouwangxianggan,,8.4,0,2,,,FALSE,,,,,ÐñÑó¶¹ÍõÏã¸É,,,15.8,,,http://s.boohee.cn/house/upload_food/2014/5/13/395742_1399984947mid.jpg,,,,100,,3
80119,,421,13.2,,Nowwuyanxingren,,36.8,7.9,2,,,FALSE,,,,,NowÎÞÑÎÐÓÈÊ,,,15.8,,,http://s.boohee.cn/house/upload_food/2014/5/13/395742_1399985275mid.jpg,,,,100,,8
80122,,179,3.5,,qingmeiyangzhougansi,,6,0,2,,,FALSE,,,,,ÇåÃÀ ÑïÖÝ¸ÉË¿ ,,,20.2,,,http://s.boohee.cn/house/upload_food/2014/5/13/395742_1399985441mid.jpg,,,,100,,3
80127,,586,20.7,,BobhishiRedhiMillyingsuzi,,48.3,10.3,2,,,FALSE,,,,,Bob's Red Milló¿ËÚ×Ñ ,,,20.7,,,http://s.boohee.cn/house/upload_food/2014/5/13/395742_1399985840mid.jpg,,,,100,,8
80143,,652,26.3,,baisinatexiangyasongzi,,55.5,0,3,,,FALSE,,,,,°ÛË¹ÄÉÌØÏóÑÀËÉ×Ó,,,13.3,,,http://s.boohee.cn/house/upload_food/2014/5/14/570376_1400029734mid.jpg,,,,100,,8
80157,,695,12.7,,weishushuhishoubaobigenguo,,66.3,0,3,,,FALSE,,,,,Î¶ÊåÊå ÊÖ°þ±Ì¸ù¹û,,,11.5,,,http://s.boohee.cn/house/upload_food/2014/5/14/452803_1400034751mid.jpg,,,,100,,8
80188,,743,0.6,,tianoyanjuxiaweiyiguoren,,78.5,0,3,,,FALSE,,,,,Ììà¸ ÑÎhÏÄÍþÒÄ¹ûÈÊ,152,,7.6,,,http://s.boohee.cn/house/upload_food/2014/5/14/4597421_1400062074mid.jpg,,,,100,,8
80200,,418,62.1,,tongxinyuanbiantaoren,,7.2,0,2,,,FALSE,,,,,Í¬ÐÄÔ²±âÌÒÈÊ,,,25.2,,,http://s.boohee.cn/house/upload_food/2014/5/14/1987022_1400073390mid.jpg,,,,100,,8
80209,,275,8,,laiyifenkekexiangweidoufugan,,21.3,0,3,,,FALSE,,,,,À´ÒÁ·Ý¿É¿ÉÏãÎ¶¶¹¸¯¸É,,,12.8,,,http://s.boohee.cn/house/upload_food/2014/5/14/1481756_1400078250mid.jpg,,,,100,,3
80223,,262,21.8,,baiweilinsushidoufuganluzhiwei,,12.6,0,2,,,FALSE,,,,,°ÙÎ¶ÁÖËÕÊ½¶¹¸¯¸ÉÂ±Ö­Î¶,,,15.2,,,http://s.boohee.cn/house/upload_food/2014/5/14/1481756_1400082991mid.jpg,,,,100,,3
80341,,695,12.7,,xinnonggebigenguo,,66.3,0,3,,,FALSE,,,,,ÐÂÅ©¸ç±Ì¸ù¹û,430,,11.5,,,http://s.boohee.cn/house/upload_food/2014/5/16/3339168_1400204877mid.jpg,,,,100,,8
80343,,690,5.7,,xinnonggesongzi_yuanwei,,66.5,0,3,,,FALSE,,,,,ÐÂÅ©¸çËÉ×Ó£¨Ô­Î¶£©,,,14.8,,,http://s.boohee.cn/house/upload_food/2014/5/16/3339168_1400205152mid.jpg,,,,100,,8
80408,,221,18.7,,qingmeisuniurou,,7,0,2,,,FALSE,,,,,ÇåÃÀËØÅ£Èâ,,,20.4,,,http://s.boohee.cn/house/upload_food/2014/5/17/1753411_1400302314mid.jpg,,,,100,,3
80427,,142,7.2,,yuchengnadou,,3.7,0,2,,,FALSE,,,,,Óù³ÇÄÉ¶¹,,,14.9,,,http://s.boohee.cn/house/upload_food/2014/5/17/2769296_1400315508mid.jpg,,,,100,,3
80432,,661,24.2,,rushuihidazhenzi,,56.6,0,3,,,FALSE,,,,,ÈçË® ´óé»×Ó ºÐ×°210g,,,15.3,,,http://s.boohee.cn/house/upload_food/2014/5/17/1275155_1400317707mid.png,,,,100,,8
80471,,179,6.2,,qingdezhaihisuhuotui,,8.9,0,2,,,FALSE,,,,,ÇìµÂÕ« ËØ»ðÍÈ,,,18.5,,,http://s.boohee.cn/house/upload_food/2014/5/17/1275155_1400325925mid.png,,,,100,,3
80563,,378,25.8,,nanbeitemalaxiaodoujin,,19.8,0,3,,,FALSE,,,,,ÄÏ±±ÌØÂéÀ±Ð¡¶¹½î,,,23.8,,,http://s.boohee.cn/house/upload_food/2014/5/18/5248722_1400390164mid.jpg,,,,100,,3
80579,,637,20.7,,miaoshidexingrenbaobao,,50.5,0,3,,,FALSE,,,,,ÃîÊ¿µÃÐÓÈÊ±¦±¦,,,20.2,,,http://s.boohee.cn/house/upload_food/2014/5/18/3273049_1400394065mid.jpg,,,,100,,8
80649,,607,17.9,,BluehiDiamondlanzuanyanxunmoxi,,53.6,10.7,2,,,FALSE,,,,,Blue DiamondÀ¶×êÑÌÑ¬Ä«Î÷¸çÀ±½·Î¶ÐÓÈÊ,,,21.4,,,http://s.boohee.cn/house/upload_food/2014/5/19/395742_1400471577mid.jpg,,,,100,,8
80685,,61,10,,wuguxiangbingtangdoufuhua_hong,,1.3,0,1,,,FALSE,,,,,Îå¹ÈÏã±ùÌÇ¶¹¸¯»¨£¨ºì¶¹Î¶£©,,,2.3,,,http://s.boohee.cn/house/upload_food/2014/5/19/2219040_1400494414mid.jpg,,,,100,,3
80694,,550,22.8,,baicaoweikaikouzhenzi,,44.8,0,3,,,FALSE,,,,,°Ù²ÝÎ¶¿ª¿Úé»×Ó,,,15.1,,,http://s.boohee.cn/house/upload_food/2014/5/19/1598116_1400503275mid.jpg,,,,100,,8
80708,,178,14.9,,luweishijiaquanjialufuzhu,,3.5,0,2,,,FALSE,,,,,Â±Î¶ÊÀ¼ÒÈ«¼ÒÂ±¸¯Öñ,,,20.3,,,http://s.boohee.cn/house/upload_food/2014/5/20/5750854_1400546206mid.jpg,,,,100,,3
80730,,274,31.4,,laiyifenluzhidoufugan,,11.4,0,2,,,FALSE,,,,,À´ÒÁ·ÝÂ±Ö­¶¹¸¯¸É,,,11.5,,,http://s.boohee.cn/house/upload_food/2014/5/20/1481756_1400561757mid.jpg,,,,100,,3
80741,,444,45.4,,zhiweixuanshijinguoren,,16.8,0,2,,,FALSE,,,,,ÖªÎ¶ÐùÊ²½õ¹ûÈÊ,,,27.2,,,http://s.boohee.cn/house/upload_food/2014/5/20/5543906_1400570086mid.jpg,,,,100,,8
80798,,117,10.5,,hupopojidangan_wuxiangwei,,1.5,0,1,,,FALSE,,,,,ºúÆÅÆÅ¼¦µ°¸É£¨ÎåÏãÎ¶£©,,,14,,,http://s.boohee.cn/house/upload_food/2014/5/21/2069430_1400641914mid.jpg,,,,100,,3
80937,,365,52.1,,shanmeihitujiahezhafen,,3.1,0,2,,,FALSE,,,,,É½÷È ÍÁ¼ÒºÏÔü·Û,,,31,,,http://s.boohee.cn/house/upload_food/2014/5/22/1275155_1400749126mid.png,,,,100,,3
80975,,40,3.2,,baiyuyuanweidoujiang_daizhuang,,1.8,0,2,,,TRUE,,,,,°×ÓñÔ­Î¶¶¹½¬£¨´ü×°£©,,,2.8,,,http://s.boohee.cn/house/upload_food/2014/5/22/1276034_1400759482mid.jpg,,,,100,,3
81009,,320,13,,DrOetkerhiqiaokelifengweinaiyo,,28,0,3,,,FALSE,,,,,Dr.Oetker ÇÉ¿ËÁ¦·çÎ¶ÄÌÓÍ,,,2.8,,,http://s.boohee.cn/house/upload_food/2014/5/23/452803_1400823442mid.jpg,,,,100,,7
81010,,318,14,,DrOetkerhiningmengfengweinaiyo,,28,0,3,,,FALSE,,,,,Dr.Oetker ÄûÃÊ·çÎ¶ÄÌÓÍ,,,2.1,,,http://s.boohee.cn/house/upload_food/2014/5/23/452803_1400823420mid.jpg,,,,100,,7
81038,,718,1.1,,xinweidayaohetaoren,,71.5,0,3,,,FALSE,,,,,ÐÅÍþ´óÒ¦ºËÌÒÈÊ,,,16.1,,,http://s.boohee.cn/house/upload_food/2014/5/23/3312410_1400837699mid.jpg,,,,100,,8
81093,,571,28.7,,guoyuanlaonongjiaoyanhetaoren,,42,0,3,,,FALSE,,,,,¹ûÔ°ÀÏÅ©½·ÑÎºËÌÒÈÊ,,,17,,,http://s.boohee.cn/house/upload_food/2014/5/24/1276034_1400905499mid.jpg,,,,100,,8
81172,,466,53.7,,henglinshanhetao_naiyouwei,,23.2,0,3,,,FALSE,,,,,ºàÁÖÉ½ºËÌÒ£¨ÄÌÓÍÎ¶£©,,,10.6,,,http://s.boohee.cn/house/upload_food/2014/5/24/5848483_1400932315mid.jpg,,,,100,,8
